doctor_id,first_name,last_name,age,email,specialization,graduation_year,university_grade,educational_degree,hire_year,years_of_experience,rating_avg,salary,gender
40290,Courtney,Leonard,31,wilkinspamela@example.org,Radiology,2011,D,PhD,2022,2,4.07,35479.89,female
40297,Sergio,Johnson,38,elee@example.org,Dermatology,2013,A,PhD,2023,35,1.09,28947.39,male
40306,Joan,Miller,93,udaniels@example.com,Radiology,1985,B,Master,2024,2,1.3,79880.14,male
40313,William,Powell,91,lisastephens@example.net,Dermatology,2025,D,PhD,2021,40,2.62,9648.87,male
40318,Carlos,Jackson,45,nicole14@example.org,Surgery,1996,D,PhD,2023,22,4.39,25389.54,female
40340,Kevin,Pierce,70,wilsonmathew@example.com,ICU,1987,A,PhD,2025,28,4.09,92971.92,male
40345,Daniel,Rivera,92,sherisanders@example.org,Oncology,1997,B,Master,2023,3,3.42,41521.12,male
40373,Mitchell,Johnson,59,tanyarogers@example.com,Laboratory,2009,E,Master,2025,35,1.63,55437.28,female
40388,Melissa,Harrison,78,shughes@example.net,Radiology,1988,A,Bachelor,2023,19,2.48,54477.67,male
40401,Christian,Anderson,68,xfrye@example.com,Dermatology,2023,C,PhD,2023,22,3.77,45523.16,male
40404,Heather,Norman,98,howellmichael@example.com,Radiology,1980,E,Bachelor,2025,14,2.07,94675.8,female
40428,Candice,Anderson,66,mwalter@example.net,Radiology,2010,A,Bachelor,2025,2,4.98,5189.26,male
40431,Laura,Ellison,92,kathy50@example.net,Dermatology,2016,B,Bachelor,2022,38,2.87,94586.58,male
40437,Jeffrey,Richard,77,hooverbrooke@example.net,ICU,1980,A,Master,2023,34,4.83,86958.75,male
40440,Katie,Thompson,83,storres@example.com,Laboratory,2014,C,Master,2023,10,4.69,41548.33,female
40446,Sharon,Day,60,davidsonshannon@example.com,Surgery,2006,B,PhD,2025,30,2.36,69271.03,male
40449,Alan,Kelly,64,susan83@example.com,Radiology,2016,C,PhD,2021,5,3.26,97474.3,female
40481,Ann,Martinez,47,leechristine@example.net,Pharmacy,2014,B,PhD,2024,14,2.39,95332.93,female
40487,Wayne,Barker,100,wendy97@example.net,Surgery,2007,E,PhD,2021,20,2.1,21861.34,female
40489,Mallory,Dorsey,88,tmeyer@example.com,Laboratory,2015,E,Bachelor,2025,34,4.55,98347.36,female
40491,Troy,Lee,80,merritttaylor@example.com,Cardiology,1989,A,PhD,2025,20,3.81,44712.3,female
40493,Laura,Hernandez,32,amy64@example.net,Laboratory,2014,E,Bachelor,2024,20,2.33,87142.03,female
40494,Jason,Pacheco,26,oknight@example.net,Radiology,2021,B,Bachelor,2022,34,3.25,88406.62,male
40504,Larry,Tran,64,ejones@example.org,Pharmacy,2024,C,Bachelor,2023,38,2.09,3250.69,male
40531,Gail,Todd,37,wendy16@example.org,ICU,2025,E,Master,2021,14,2.81,83718.81,female
40556,Erica,Beltran,77,lisa91@example.net,Neurology,1997,E,Bachelor,2024,36,1.71,15842.32,female
40567,Anna,Vang,40,abigailrobinson@example.net,Emergency,2008,E,Master,2021,10,4.84,40326.04,male
40571,Patrick,Rosales,29,penny39@example.org,Radiology,2004,A,Bachelor,2022,24,2,35109.07,male
40575,Corey,Walters,91,douglashill@example.com,Neurology,2016,C,Bachelor,2021,35,4.13,20803.71,female
40577,Angelica,Schneider,35,lisa81@example.net,Surgery,2001,E,Master,2022,13,3.41,41335.93,female
40578,Erika,Brown,25,paulhumphrey@example.net,Surgery,1998,B,PhD,2024,14,2.39,49872.97,male
40587,Regina,Olson,85,lindaramos@example.com,Cardiology,1980,B,Bachelor,2025,19,2.66,81126.36,male
40601,Mark,Williams,39,mcneilchristina@example.org,Orthopedics,2014,C,Master,2021,38,4.24,80122,male
40617,Randy,Porter,49,tamarawhite@example.org,Pharmacy,2010,D,PhD,2021,25,1.71,12954.56,male
40619,Carrie,Perry,88,brooksmarcus@example.com,ICU,2006,D,Master,2025,26,2.93,96709.97,female
40636,John,Cobb,77,nathanlopez@example.com,Pharmacy,2009,A,Bachelor,2025,26,2.58,58458.02,female
40637,Travis,Thomas,41,xnelson@example.org,Oncology,2003,C,Bachelor,2022,17,3.22,56140.32,male
40642,Russell,Allen,78,adamsmichael@example.org,Emergency,1988,B,PhD,2025,10,1.05,68934.07,male
40647,Mitchell,Delgado,89,qknapp@example.com,ICU,1989,D,Bachelor,2023,15,3.74,58197.3,female
40667,Rebecca,Stewart,77,danielsthomas@example.org,Cardiology,1996,B,Bachelor,2024,3,2.33,6711.16,female
40670,Stephen,Bell,68,gonzalezclaudia@example.org,Laboratory,1984,E,PhD,2025,6,4.35,48663.94,female
40672,James,Erickson,37,ygray@example.org,Surgery,2017,D,PhD,2025,23,3.51,90204.85,male
40676,John,Conley,34,bhickman@example.net,Oncology,2000,E,Master,2023,15,2.44,81271.29,male
40677,Sandra,Martin,38,thomasjennifer@example.com,ICU,2018,E,Bachelor,2025,16,4.34,94585.5,female
40679,Jessica,Bond,69,linmark@example.net,Pediatrics,2018,B,Master,2024,40,3.07,53074.24,female
40685,Steven,Johnson,43,marie11@example.net,Dermatology,2010,D,Bachelor,2023,39,1.57,86425.54,female
40694,Jennifer,Mcpherson,98,helenglass@example.org,Pharmacy,1997,E,Master,2021,14,3.74,11499.07,male
40719,Allen,Myers,25,thomas63@example.com,Pharmacy,1986,C,Bachelor,2021,33,4.22,81205.42,male
40724,Nancy,Wilson,38,kellykelsey@example.org,Orthopedics,1995,E,Bachelor,2024,34,2.07,51338.75,female
40725,Linda,Thornton,26,perezmichael@example.net,Pediatrics,2009,B,Bachelor,2023,30,1.64,16730.43,male
40755,Kendra,Montgomery,60,denisewalters@example.net,Pediatrics,2012,A,Master,2022,32,2.02,63263.35,male
40769,Mariah,Anderson,87,veronica90@example.net,Dermatology,2003,E,Master,2025,5,3.76,16393.8,female
40771,David,Price,79,ylogan@example.org,Orthopedics,1997,A,PhD,2023,31,2.53,70662.98,male
40773,Sergio,Wells,77,ujohnston@example.org,Orthopedics,2015,B,PhD,2022,24,1.45,39351.15,male
40776,Savannah,Allison,90,millermonique@example.com,Oncology,2007,D,Master,2021,37,4.01,99274.64,male
40781,Rebecca,Dawson,91,mbaker@example.net,Radiology,2016,D,PhD,2022,40,3.43,89163.05,male
40784,Joshua,Bell,51,steven19@example.com,Radiology,1999,A,Bachelor,2025,17,2.58,2419.93,female
40788,Chelsey,Hernandez,36,jasminepotter@example.net,Surgery,1994,D,Master,2024,34,2.02,29262.96,female
40797,Melissa,Henderson,48,duane16@example.com,Emergency,1997,B,Master,2022,14,2.75,55617.35,female
40800,Michael,Adams,69,brownlisa@example.net,Orthopedics,2005,D,Master,2025,36,2.45,85953.88,female
40841,Charlotte,Robertson,52,krista74@example.net,Dermatology,1986,C,PhD,2021,18,1.47,74562.14,female
40842,Jason,Quinn,65,brownrobert@example.org,Radiology,1982,A,Master,2022,26,2.23,33874.11,male
40849,Martin,Hill,62,devinklein@example.org,Dermatology,2002,A,Bachelor,2024,13,3.48,62819.36,male
40850,Savannah,Rodriguez,27,brittanyjackson@example.org,Cardiology,1987,A,PhD,2023,26,4.83,57313.97,male
40862,Robin,Garcia,58,audrey30@example.net,Radiology,2017,B,Bachelor,2023,28,2.13,7181.23,female
40879,Jennifer,Garcia,95,brenda94@example.net,Laboratory,1981,D,PhD,2021,18,1.56,99240.49,male
40892,Brittany,Robbins,77,gary64@example.org,Surgery,1984,B,Bachelor,2023,4,1.7,52878.84,female
40895,John,Jones,97,autumnflores@example.com,Cardiology,2017,B,PhD,2021,34,2.14,94168.84,female
40902,Amanda,Coleman,100,trevinobrian@example.com,Neurology,2023,E,PhD,2022,23,4.59,47186.49,male
40920,Jessica,Johns,87,laurenpeters@example.com,Cardiology,2008,B,Master,2023,15,1.74,38304.24,female
40932,Nicole,Johnson,68,miguelschultz@example.com,Dermatology,1996,C,Master,2025,29,2.49,62067.08,male
40934,Megan,Johnston,62,fmays@example.org,Cardiology,1991,D,PhD,2021,21,4.3,66838.23,female
40944,Renee,Murphy,86,jamietaylor@example.net,Emergency,1996,E,Master,2025,35,1.07,76868.56,female
40946,Edward,Wallace,64,anngarcia@example.org,Radiology,1990,B,Master,2021,22,3.48,71523.25,female
40949,Cynthia,Martinez,52,carsonkathy@example.org,Cardiology,2018,B,PhD,2024,37,1.69,70345.86,female
40952,Kristine,Schultz,67,hpierce@example.com,Oncology,1992,D,Bachelor,2025,12,2.65,77702.38,female
40976,Craig,Wilson,97,tracy91@example.com,Oncology,1987,A,Master,2021,27,1.59,59285.56,female
40987,Ronald,Wilson,81,smithdevon@example.net,Emergency,2022,B,Master,2024,20,4.74,17543.92,male
40988,John,Gonzalez,93,kpreston@example.com,Orthopedics,1998,B,Bachelor,2025,33,2.18,76165.04,female
41020,Tonya,Rodriguez,57,marypowers@example.net,Emergency,2017,C,Bachelor,2025,8,3.72,41075.25,male
41027,Christina,Russo,42,robert70@example.com,Pediatrics,1990,B,Bachelor,2021,29,3.81,79492.48,female
41044,David,White,28,kathleen00@example.org,Cardiology,1989,D,PhD,2022,9,1.26,20258.24,male
41057,Andrew,Foster,79,spearsmichael@example.com,Cardiology,2014,D,PhD,2022,17,4.51,24908.19,male
41060,Amy,Chambers,88,smithconnor@example.org,Pharmacy,1993,D,Master,2021,11,4.78,38194.54,male
41063,Shelley,Harris,36,pbarnes@example.com,Radiology,2004,C,Bachelor,2022,32,1.58,77097.99,female
41066,Glenda,Carroll,63,mcknightmolly@example.com,Oncology,2013,B,PhD,2025,2,2.12,58704.5,female
41084,Tracy,Smith,62,mariaromero@example.net,Neurology,2008,A,PhD,2023,19,2.21,89717.32,female
41085,William,Davis,95,cindymiller@example.com,Orthopedics,2004,E,Master,2021,34,1.94,44478.01,female
41096,Charles,Cruz,36,qdavila@example.net,Pediatrics,2001,D,Bachelor,2025,35,4.38,91215.65,female
41101,Alexis,Campbell,49,douglasbutler@example.com,Oncology,2021,A,PhD,2024,30,4.83,11204.1,male
41106,Madison,Walker,100,jeremiah84@example.org,Orthopedics,1992,B,PhD,2024,36,1.6,78609.74,male
41110,Nathaniel,Fleming,61,rbaker@example.org,Pharmacy,1985,D,Master,2021,18,3.92,89938.46,male
41120,Barbara,Rodriguez,88,zacharybooker@example.net,Dermatology,1989,C,Master,2024,2,4.86,26254.77,male
41124,Sue,Stevens,23,amy49@example.com,Surgery,2019,D,Master,2024,22,2.72,82706.45,female
41126,Sarah,Nicholson,53,hudsonwhitney@example.org,Radiology,1985,A,Master,2023,30,4.31,15263.41,male
41129,Leslie,Smith,72,jacksonmatthew@example.com,Oncology,1996,C,PhD,2025,18,2.43,73791.16,male
41152,David,Alexander,38,ktaylor@example.org,Emergency,1999,B,PhD,2025,33,4.73,88578.65,male
41178,Cassandra,Herrera,96,susanharper@example.org,Dermatology,1980,C,Bachelor,2025,1,4.04,98079.09,male
41182,Michael,Arias,82,melvinwoodward@example.org,Cardiology,2022,D,Bachelor,2023,15,2.35,59502.42,male
41192,James,Douglas,54,robert07@example.net,Pediatrics,2007,D,Bachelor,2023,23,3.81,60245.94,female
41204,Cory,Mitchell,31,robertstommy@example.org,Laboratory,1997,C,Master,2025,33,1.91,92828.34,female
41219,Thomas,Hunter,40,mfarley@example.com,ICU,1986,E,PhD,2024,8,3.64,33336.93,female
41222,Kylie,Wright,66,wrightcarolyn@example.net,Surgery,1992,B,Master,2021,15,1.9,98518.19,female
41234,Jorge,House,32,rebecca55@example.com,Orthopedics,1983,B,Master,2022,2,4.33,65697.55,male
41250,Alicia,Arnold,36,patelcheryl@example.org,Surgery,1995,D,Master,2024,25,4.05,45194.53,female
41264,Natalie,May,30,marvin03@example.com,Surgery,2005,C,Master,2023,36,1.21,91563.74,male
41274,Holly,James,77,taraortiz@example.com,Radiology,2014,C,Bachelor,2022,1,2.89,2645.18,female
41303,Heather,Carlson,61,nathan68@example.org,Emergency,1999,B,PhD,2022,11,4.8,74505.67,male
41304,Lisa,Randolph,52,flemingwhitney@example.org,Radiology,2025,E,PhD,2024,20,3.43,46503.9,male
41313,Jessica,Wright,90,candacejimenez@example.org,Dermatology,2003,B,PhD,2023,37,3.82,54208.92,male
41326,Allison,Reynolds,71,youngjessica@example.net,Oncology,1989,C,Master,2022,28,2.26,72400.64,female
41331,Sarah,Barrett,67,kevincoleman@example.com,Emergency,1985,D,PhD,2024,25,4.69,98234.28,male
41337,Trevor,Walsh,42,gmoss@example.com,Emergency,2009,C,PhD,2023,33,3.28,70079.18,male
41359,Joshua,Olson,96,cindyhenderson@example.org,Radiology,2009,A,Master,2025,8,1.42,93619.73,male
41370,Susan,Paul,33,garciadennis@example.net,Oncology,2020,D,Bachelor,2021,22,4.34,14528.79,male
41376,Carrie,Ray,30,timothycampbell@example.net,Dermatology,1998,E,PhD,2024,16,2.88,70295.52,male
41381,Ashley,Davidson,82,bethbenjamin@example.net,ICU,1980,E,PhD,2024,1,1.24,17243.64,female
41383,Angela,Moran,25,glambert@example.net,Orthopedics,2004,C,Bachelor,2022,4,4.51,91754.56,male
41396,Julie,Livingston,79,armstrongmark@example.net,Oncology,2006,B,PhD,2024,5,4.82,99770.69,female
41413,Carolyn,Carlson,27,austinpollard@example.org,Orthopedics,1989,B,Bachelor,2022,16,2.49,56238.01,female
41430,Carrie,Simmons,76,adriana34@example.org,Pediatrics,2025,A,PhD,2022,37,2.67,14664.02,female
41446,Molly,Mckinney,50,julia17@example.org,Pharmacy,2008,A,Master,2024,31,4.32,43045.47,female
41449,Joseph,Simpson,83,parksanna@example.net,Oncology,1991,D,PhD,2022,38,1.7,16100.29,female
41450,Alexander,Lewis,54,cameronbriggs@example.net,Orthopedics,2018,D,Master,2021,5,1.31,93960.27,female
41452,Scott,Brown,87,alyssahorton@example.net,Orthopedics,1983,B,PhD,2025,6,1.25,2989.5,female
41463,Robert,Hickman,76,jessica92@example.net,Dermatology,1982,A,Bachelor,2022,38,2.37,70988.03,female
41480,David,Valencia,61,rdiaz@example.org,Laboratory,1986,E,Master,2025,39,3.8,43044.92,female
41488,Robert,Adams,78,emorse@example.com,Dermatology,2005,D,Master,2023,3,3.43,72896.08,female
41497,Natasha,Kelley,90,danielsconnie@example.org,Pharmacy,2001,B,PhD,2022,35,4.74,55974.15,male
41505,Scott,Simmons,81,rward@example.org,Radiology,1985,B,Master,2022,32,3.61,50467.28,male
41510,John,Schroeder,85,johnlevy@example.org,Emergency,2020,D,Bachelor,2024,40,1.97,54951.71,female
41533,Denise,Page,80,cnelson@example.com,Cardiology,2001,A,Master,2021,26,1.47,81096.16,male
41563,Natalie,Hopkins,89,wthomas@example.net,Pediatrics,2003,D,PhD,2025,13,3.15,60496.73,female
41571,Danny,Daniels,27,adamvelasquez@example.org,Dermatology,2000,C,Master,2022,4,4,26699.7,female
41580,Lance,Miller,85,tmarquez@example.net,Orthopedics,2000,C,Master,2025,25,2.26,5531.29,male
41586,Grant,Novak,95,jeffrey92@example.com,Emergency,2009,E,Bachelor,2023,5,2,21346.92,male
41599,Charles,Chavez,69,debrabryant@example.org,Radiology,1984,D,PhD,2022,38,4.22,67069.03,female
41630,John,Klein,56,leonard74@example.net,Emergency,1994,D,Bachelor,2025,1,4.21,72149.84,male
41640,Robert,Hernandez,56,holderadam@example.net,Laboratory,2022,C,PhD,2022,38,3.08,29338.53,female
41649,Carrie,Hunt,49,kerrmichael@example.org,Pediatrics,1999,D,PhD,2024,11,3.41,94037.12,male
41652,Elizabeth,Morgan,93,omartinez@example.net,Pediatrics,2005,E,PhD,2022,10,4.81,54125.13,female
41654,Clinton,Clark,88,craigbowman@example.com,Orthopedics,1990,D,PhD,2025,14,2.18,35109.63,female
41658,Brandi,Robinson,92,vward@example.org,Surgery,1995,A,Bachelor,2024,8,1.04,3618.62,male
41661,Anthony,Aguilar,71,jason11@example.org,Cardiology,2003,D,Bachelor,2024,24,2.74,80590.66,male
41667,Theodore,James,71,bgreen@example.org,Pharmacy,1981,E,PhD,2025,30,1.63,27015.42,male
41670,Lance,Salas,74,lindabrown@example.net,Pediatrics,1998,B,Master,2022,3,4.93,91065.44,male
41674,Carol,Rowland,41,samanthahines@example.net,Oncology,1981,B,PhD,2024,24,1.83,10748.85,female
41676,Tiffany,Estrada,70,rogerscharlotte@example.net,Cardiology,1995,D,PhD,2024,8,1.09,83959.87,male
41679,Ariana,Rodriguez,87,matthew77@example.com,Radiology,1997,A,PhD,2025,37,4.6,99658.52,female
41689,Francisco,Jones,57,vhood@example.org,Pharmacy,2000,B,PhD,2024,30,3.87,82600.83,female
41696,Stephen,Jimenez,26,davidking@example.com,ICU,2024,D,PhD,2024,9,1.46,53772.67,male
41697,Jennifer,Sullivan,59,qgardner@example.org,Oncology,2002,D,Bachelor,2025,15,3.35,69127.46,male
41701,Colton,Walker,50,jeffrey94@example.net,Surgery,1986,A,Master,2021,38,2.64,99148.93,male
41721,Pamela,White,54,brandimiller@example.org,Surgery,2022,D,Bachelor,2021,10,3.81,38933.3,female
41726,Douglas,Perry,80,robertcastro@example.com,Laboratory,2010,E,Master,2025,24,3.52,29380.53,male
41730,Diane,Martinez,60,hermankeith@example.com,Pediatrics,2000,A,Master,2024,15,4.83,12711.61,female
41733,Madison,Stanley,27,msullivan@example.net,Neurology,2008,C,Master,2023,19,4.85,25863.26,female
41736,John,Jones,23,sharonkeller@example.com,ICU,2007,E,PhD,2021,20,2.44,17016.17,female
41774,Jose,Garcia,95,george62@example.net,Pharmacy,2010,C,Bachelor,2022,32,1.93,27907,male
41776,Chad,Obrien,84,carriebrewer@example.com,Radiology,2006,E,Bachelor,2021,27,3.24,10708.34,female
41814,Justin,Hawkins,82,heather53@example.net,Neurology,1986,B,Master,2025,19,3.92,17716.04,female
41844,James,Coleman,27,qcunningham@example.org,Neurology,1980,D,PhD,2025,8,1.46,42819.14,female
41874,Melvin,Harvey,40,omcdonald@example.net,Pharmacy,2018,A,Bachelor,2025,19,1.95,26212.36,female
41880,Christina,White,62,austinfrye@example.org,Pharmacy,2020,E,Bachelor,2023,13,4.18,72493.66,female
41889,Elizabeth,Mckinney,64,patricia22@example.com,Radiology,1989,E,Bachelor,2024,20,2.1,56558.38,male
41892,Phyllis,Cabrera,56,erinlove@example.org,Neurology,2020,C,Master,2022,40,3.97,11118.97,male
41895,Kevin,Frank,39,uwilliams@example.com,Cardiology,2007,C,Bachelor,2024,26,1.42,76789.16,female
41920,Crystal,Martinez,82,kevin87@example.com,Orthopedics,1994,E,PhD,2022,25,3.02,11745.2,male
41922,Patrick,Walsh,25,larry02@example.com,Laboratory,2007,D,Bachelor,2025,33,1.96,78464.07,female
41946,James,Kennedy,90,ggamble@example.org,Laboratory,1999,C,PhD,2022,19,2.36,90339.57,female
41947,Tommy,Sampson,63,youngjessica@example.org,Oncology,2007,D,Bachelor,2025,2,1.16,47312.22,female
41960,Timothy,Ortega,66,johnsonthomas@example.org,Dermatology,1996,B,Bachelor,2023,24,3.27,87414.88,female
41966,Jessica,Wells,93,reesedonna@example.org,Laboratory,2013,B,Master,2022,11,4.49,81365.54,male
41973,Matthew,Wang,56,qturner@example.org,Laboratory,2005,B,Bachelor,2025,26,1.7,96282.97,male
41978,Jennifer,Warner,52,alvaradojack@example.org,ICU,1980,C,Master,2023,7,4.49,31503.56,female
41979,Tiffany,Kelly,33,shawnlara@example.com,Cardiology,2018,E,Master,2024,22,2.54,82981.98,female
41988,Karl,Ramos,35,anthonysuzanne@example.org,Dermatology,1988,C,PhD,2024,40,4.36,84944.85,male
41992,Shelby,Lewis,79,katrinaking@example.com,ICU,1987,E,Bachelor,2024,19,3.48,57590.87,male
42004,Chase,Newman,89,fosterdiana@example.org,Cardiology,1985,C,PhD,2021,3,3.12,79285.42,female
42006,Seth,Mccarty,34,perrymargaret@example.net,Surgery,1994,E,Master,2025,1,4.11,83404.14,female
42007,Kyle,Mcintosh,91,taylor12@example.com,Oncology,2017,C,Bachelor,2024,5,4.62,2340.66,female
42015,Ryan,Williams,80,zjordan@example.net,Neurology,1995,C,Master,2022,9,1.02,91031.48,female
42024,Dale,Keller,61,allenjared@example.org,Radiology,1980,C,Bachelor,2025,23,1.06,9760.94,male
42033,Jose,Hoffman,62,kathy79@example.net,Neurology,1994,E,Master,2021,25,3.02,54014.31,male
42043,Timothy,Wheeler,82,sullivanrachel@example.net,Neurology,2006,C,Bachelor,2025,8,2.05,43157.29,female
42058,James,Mitchell,95,kendra14@example.org,ICU,1980,E,PhD,2022,27,4.68,26123.43,male
42077,Julie,Mills,56,caroline17@example.org,Dermatology,2017,C,PhD,2025,27,4.03,78475.32,male
42085,Melissa,Wilson,33,jennakemp@example.com,Surgery,1986,C,PhD,2021,30,1.28,86595.01,male
42109,Taylor,Murray,25,james44@example.net,Cardiology,2002,D,PhD,2021,10,4.61,57494.25,female
42110,Jeffrey,Gibson,82,michellehamilton@example.com,Dermatology,2016,A,Master,2025,20,2.8,21637.35,male
42118,Isabella,Fernandez,79,garzajill@example.org,Oncology,2008,E,Master,2024,3,4.03,22101.82,female
42126,Kelly,Rowland,70,ymahoney@example.net,Neurology,2003,D,PhD,2024,8,3.65,76036.59,female
42140,Michael,Calderon,94,davidwright@example.org,Radiology,1984,E,Master,2023,28,2.83,55705.96,male
42145,Justin,Young,78,rileymatthews@example.com,Pediatrics,1989,B,Bachelor,2023,29,1.16,68297.78,female
42153,Paul,White,88,carla04@example.org,Neurology,1990,E,PhD,2021,5,1.84,63692.42,male
42164,Paul,Shaw,92,james90@example.net,Neurology,1991,B,Master,2021,4,1.13,32653.07,female
42184,William,Cruz,64,joshuastuart@example.com,Orthopedics,2011,E,Bachelor,2025,20,1.15,81217.43,female
42193,Kendra,Webb,68,bakerkenneth@example.org,Laboratory,2007,E,PhD,2022,33,2.48,70519.95,male
42202,James,Golden,57,frederick90@example.com,Orthopedics,1996,D,Master,2024,2,1.24,87242.24,female
42208,Daniel,Mills,64,williamssharon@example.org,ICU,2022,E,PhD,2024,30,2.22,14931.52,female
42233,Dawn,Gonzalez,91,johnsonjacob@example.net,Orthopedics,2009,D,Bachelor,2022,12,4.38,99308.46,female
42237,Elizabeth,Johnson,30,whenderson@example.net,Radiology,1982,A,Master,2025,19,4.82,36011.51,female
42245,Phillip,Fry,85,tholt@example.net,Emergency,1986,C,PhD,2023,9,4.78,53353.67,female
42248,Frances,Thomas,94,jacobschaefer@example.net,Pediatrics,1982,B,PhD,2021,25,3.32,91504.45,female
42256,Vanessa,Wyatt,27,john21@example.org,Radiology,2021,A,Master,2023,10,2.45,81208.44,female
42284,Derek,Moore,88,fconner@example.net,Orthopedics,1991,B,PhD,2023,13,1.46,67755.84,male
42300,David,Brown,92,clarksteven@example.org,Pharmacy,2000,D,Bachelor,2023,22,1.12,77016.99,male
42310,Stephanie,Martinez,60,angela52@example.com,Oncology,1982,C,Master,2025,9,1.01,58641.83,female
42317,Michelle,Ramsey,68,georgelee@example.com,Oncology,2022,E,Bachelor,2025,6,3.65,33414.2,male
42332,Justin,Smith,25,jillwhite@example.org,Cardiology,1996,B,Bachelor,2024,36,2.17,9491.2,male
42344,Eric,Chandler,35,kingdanielle@example.org,Oncology,1995,A,PhD,2021,27,4.8,15005.78,female
42346,Kyle,Bender,75,benjamindavis@example.net,Emergency,2005,C,Bachelor,2021,29,4.75,27667.18,female
42353,Tamara,Wilson,24,alan04@example.com,Pediatrics,2016,D,PhD,2023,33,4.38,33198.57,female
42354,Donald,Barnes,28,mannlisa@example.com,Emergency,1999,C,Master,2021,36,2.67,95506.99,male
42377,Dawn,Massey,39,paulpark@example.com,Laboratory,2008,B,Master,2025,15,3.14,66495.78,male
42385,Aaron,White,26,matthew34@example.com,Surgery,2021,B,PhD,2024,9,3.25,63891.04,female
42390,Gail,Johnston,37,powersrodney@example.com,Cardiology,2010,D,Bachelor,2022,7,1.13,66659.31,male
42395,Charlene,Hart,67,nicholaspierce@example.net,Radiology,2008,E,Bachelor,2022,29,3.97,42729.76,female
42413,Brian,Hernandez,60,kimmathis@example.com,Radiology,2023,C,Bachelor,2025,36,1.57,6093.77,male
42417,Sarah,Leon,32,cpitts@example.org,Orthopedics,2004,B,Bachelor,2023,7,3.43,20815.51,male
42418,Zachary,Drake,60,riveradestiny@example.net,Orthopedics,2009,D,Master,2021,8,3.66,14392.68,male
42422,Stephanie,Henson,30,michaelhorton@example.net,Surgery,2006,B,Master,2021,25,1.3,66365.86,male
42428,Megan,May,81,tfoster@example.com,Emergency,1996,A,Master,2022,5,3.13,56064.35,female
42431,Ronald,Paul,31,joshua31@example.com,Orthopedics,1980,C,Master,2025,32,3.71,40711.66,female
42437,Alfred,Baker,38,judyfox@example.net,Neurology,1990,C,Master,2025,10,4.32,10987.93,female
42441,Michael,Davis,39,kelseyfrancis@example.org,Cardiology,1999,E,Master,2022,9,2.91,70050.71,female
42459,Kathryn,Ramirez,84,ujohnson@example.com,ICU,2014,D,Bachelor,2022,5,2.01,36746.23,male
42515,Sandra,Mathis,55,dford@example.com,Radiology,1988,B,PhD,2022,38,2.8,53103.42,male
42526,Michelle,Silva,95,csparks@example.net,Oncology,2007,B,PhD,2021,35,1.89,57156.52,female
42534,Alexis,Bauer,97,fosterjohn@example.org,Oncology,2009,B,PhD,2024,12,4.16,38301.21,male
42539,Daniel,Snyder,36,jessica91@example.org,Neurology,2020,E,Bachelor,2023,6,3.19,81113.45,male
42553,Kelly,Bush,70,aanderson@example.com,Emergency,1993,B,PhD,2025,36,1.18,50945.26,female
42564,Jennifer,Williams,34,kristina54@example.net,Cardiology,1998,E,Master,2021,40,1.43,22008.44,female
42580,Gary,Pierce,87,fordbeverly@example.org,Laboratory,2004,C,Bachelor,2021,28,2.97,52887.23,male
42597,Sherri,Oneal,33,jonathanhale@example.com,Cardiology,1997,B,Bachelor,2021,36,2.46,8018.84,male
42598,Jennifer,Shaw,78,josephenglish@example.com,Pharmacy,2005,E,Bachelor,2024,22,2.55,14059.42,female
42601,Chelsea,Jackson,52,xcohen@example.org,Pediatrics,1983,E,PhD,2025,5,1.97,56123.18,male
42611,Michael,Perry,37,amiller@example.com,Neurology,2007,D,PhD,2025,31,2.23,32124.81,female
42625,Kellie,Hendricks,72,washingtonalexandria@example.org,Pediatrics,1980,E,Bachelor,2023,27,2.15,3770.42,female
42628,Bryan,Stout,94,richardhaynes@example.com,Surgery,2020,A,Bachelor,2023,19,4.28,87073.13,male
42631,Michael,Malone,25,rebeccaalexander@example.org,Surgery,2024,C,Bachelor,2025,7,3.27,75845.88,male
42636,Charles,Lopez,48,natalie91@example.com,Emergency,1987,A,Bachelor,2022,13,2.25,35340.99,female
42642,Allison,Hernandez,77,todd45@example.com,Pharmacy,2014,D,PhD,2024,11,4.34,92461.82,female
42655,Douglas,Davis,52,qreyes@example.net,Oncology,2003,B,PhD,2024,9,4.78,85787.15,male
42668,Vanessa,Torres,30,carlagarcia@example.com,Orthopedics,2003,A,PhD,2022,38,2.19,68050.68,male
42670,Michael,Cruz,88,douglasduffy@example.net,Dermatology,2023,E,Bachelor,2023,21,3.76,93118.09,female
42674,David,Harding,71,hopkinspaul@example.com,Dermatology,2012,C,Master,2023,25,3.37,29719.93,male
42676,Martha,Baker,41,riverasteven@example.com,Emergency,1989,B,Master,2021,2,2.49,43040.85,male
42684,Kelly,Dunn,49,qsmith@example.org,Oncology,2022,B,Bachelor,2022,23,1.63,37490.75,female
42689,Kelsey,Le,49,duartekevin@example.net,Orthopedics,1980,D,Master,2024,14,1.24,62780.43,female
42695,Sonya,Garcia,44,meyerkenneth@example.org,ICU,2004,D,Bachelor,2025,37,1.55,49594.14,female
42698,Sean,Brewer,30,ronnie54@example.net,Oncology,2010,B,Master,2025,20,1.19,79552.22,male
42710,Sarah,Thomas,85,smithbrian@example.com,Pharmacy,1988,C,Bachelor,2022,17,4.91,97566.65,male
